"level","family","genus","rn","rn.bl","bn","bn.bl","gen.n","sp.n","taxa"
"G","Myobatrachidae","Assa","N925",30.11118676,"N925",30.11118676,1,1,"Assa_darlingtoni"
"G","Craugastoridae","Atopophrynus","N1435",34.69024941,"N1435",34.69024941,1,1,"Atopophrynus_syntomopus"
"G","Typhlonectidae","Atretochoana","N76",34.441803,"N76",34.441803,1,1,"Atretochoana_eiselti"
"G","Brevicipitidae","Balebreviceps","N2604",55.02133856,"N2604",55.02133856,1,1,"Balebreviceps_hillmani"
"G","Bufonidae","Barbarophryne","N2232",34.13452727,"N2232",34.13452727,1,1,"Barbarophryne_brongersmai"
"G","Rhacophoridae","Beddomixalus","N3616",61.4351071,"N3616",61.4351071,1,1,"Beddomixalus_bijui"
"G","Mantellidae","Boehmantis","N3824",47.98707578,"N3824",47.98707578,1,1,"Boehmantis_microtympanum"
"G","Megophryidae","Borneophrys","N746",32.13108184,"N746",32.13108184,1,1,"Borneophrys_edwardinae"
"G","Plethodontidae","Bradytriton","N603",36.38761534,"N603",36.38761534,1,1,"Bradytriton_silus"
"G","Bufonidae","Bufoides","N2210",66.80546328,"N2210",66.80546328,1,1,"Bufoides_meghalayanus"
"G","Siphonopidae","Caecilita","N150",11.0201836,"N150",11.0201836,1,1,"Caecilita_iwokramae"
"G","Hyperoliidae","Callixalus","N2699",5.17011616,"N2699",5.17011616,1,1,"Callixalus_pictus"
"G","Calyptocephalellidae","Calyptocephalella","N961",40.75232,"N961",40.75232,1,1,"Calyptocephalella_gayi"
"G","Ceratobatrachidae","Ceratobatrachus","N3266",6.748598301,"N3266",6.748598301,1,1,"Ceratobatrachus_guentheri"
"G","Ceratophryidae","Chacophrys","N1586",24.6103611,"N1586",24.6103611,1,1,"Chacophrys_pierottii"
"G","Batrachylidae","Chaltenobatrachus","N1675",9.334662203,"N1675",9.334662203,1,1,"Chaltenobatrachus_grandisonae"
"G","Microhylidae","Chaperina","N2985",72.57068317,"N2985",72.57068317,1,1,"Chaperina_fusca"
"G","Centrolenidae","Chimerella","N2570",33.36583391,"N2570",33.36583391,1,1,"Chimerella_mariaelenae"
"G","Salamandridae","Chioglossa","N249",54.19121688,"N249",54.19121688,1,1,"Chioglossa_lusitanica"
"G","Hyperoliidae","Chlorolius","N2643",64.19552523,"N2643",64.19552523,1,1,"Chlorolius_koehleri"
"G","Hyperoliidae","Chrysobatrachus","N2700",7.229545315,"N2700",7.229545315,1,1,"Chrysobatrachus_cupreonitens"
"G","Dicroglossidae","Chrysopaa","N3374",8.69196348,"N3374",8.69196348,1,1,"Chrysopaa_sternosignata"
"G","Bufonidae","Churamiti","N2223",21.07060906,"N2223",21.07060906,1,1,"Churamiti_maridadi"
"G","Cryptobranchidae","Cryptobranchus","N239",47.34252,"N239",47.34252,1,1,"Cryptobranchus_alleganiensis"
"G","Microhylidae","Dasypops","N2844",36.38499425,"N2844",36.38499425,1,1,"Dasypops_schirchi"
"G","Rhacophoridae","Dendrobatorana","N3711",18.8969626,"N3711",18.8969626,1,1,"Dendrobatorana_dorsalis"
"G","Microhylidae","Dermatonotus","N2821",40.37429875,"N2821",40.37429875,1,1,"Dermatonotus_muelleri"
"G","Hylidae","Diaglena","N2129",26.68202804,"N2129",26.68202804,1,1,"Diaglena_spatulata"
"G","Bufonidae","Didynamipus","N2272",23.72189197,"N2272",23.72189197,1,1,"Didynamipus_sjostedti"
"G","Plethodontidae","Ensatina","N373",64.07449229,"N373",64.07449229,1,1,"Ensatina_eschscholtzii"
"G","Bufonidae","Epidalea","N2279",31.22529602,"N2279",31.22529602,1,1,"Epidalea_calamita"
"G","Petropedetidae","Ericabatrachus","N3168",71.57940366,"N3168",71.57940366,1,1,"Ericabatrachus_baleensis"
"G","Brachycephalidae","Eupemphix","N2420",5.040780417,"N2420",5.040780417,1,1,"Eupemphix_nattereri"
"G","Microhylidae","Genyophryne","N2956",65.26634991,"N2956",65.26634991,1,1,"Genyophryne_thomsoni"
"G","Craugastoridae","Geobatrachus","N1511",20.61265562,"N1511",20.61265562,1,1,"Geobatrachus_walkeri"
"G","Ranidae","Glandirana","N3560",53.96234609,"N3560",53.96234609,1,1,"Glandirana_minima"
"G","Microhylidae","Glyphoglossus","N2991",7.30589791,"N2991",7.30589791,1,1,"Glyphoglossus_molossus"
"G","Rhacophoridae","Gracilixalus","N3631",20.25198189,"N3631",20.25198189,1,1,"Gracilixalus_carinensis"
"G","Heleophrynidae","Hadromophryne","N831",54.53368882,"N831",54.53368882,1,1,"Hadromophryne_natalensis"
"G","Plethodontidae","Haideotriton","N474",8.595094547,"N474",8.595094547,1,1,"Haideotriton_wallacei"
"G","Plethodontidae","Hemidactylium","N466",79.40956,"N466",79.40956,1,1,"Hemidactylium_scutatum"
"G","Hominidae","Homo","N1",342.6368,"N1",342.6368,1,1,"Homo_sapiens"
"G","Batrachylidae","Hylorina","N1675",9.334662203,"N1675",9.334662203,1,1,"Hylorina_sylvatica"
"G","Indotyphlidae","Hypogeophis","N138",31.17981579,"N138",31.17981579,1,1,"Hypogeophis_rostratus"
"G","Salamandridae","Ichthyosaura","N270",43.61316468,"N270",43.61316468,1,1,"Ichthyosaura_alpestris"
"G","Indotyphlidae","Idiocranium","N135",47.50851359,"N135",47.50851359,1,1,"Idiocranium_russeli"
"G","Centrolenidae","Ikakogi","N2569",35.62041161,"N2569",35.62041161,1,1,"Ikakogi_tayrona"
"G","Rhinodermatidae","Insuetophrynus","N1591",55.53678932,"N1591",55.53678932,1,1,"Insuetophrynus_acarpicus"
"G","Hylidae","Itapotihyla","N2065",38.17751145,"N2065",38.17751145,1,1,"Itapotihyla_langsdorffii"
"G","Plethodontidae","Karsenia","N455",68.05623053,"N455",68.05623053,1,1,"Karsenia_koreana"
"G","Hyperoliidae","Kassinula","N2698",8.996498319,"N2698",8.996498319,1,1,"Kassinula_wittei"
"G","Mantellidae","Laliostoma","N3894",62.48105,"N3894",62.48105,1,1,"Laliostoma_labrosum"
"G","Nyctibatrachidae","Lankanectes","N3311",70.16425083,"N3311",70.16425083,1,1,"Lankanectes_corrugatus"
"G","Ptychadenidae","Lanzarana","N3047",54.16253629,"N3047",54.16253629,1,1,"Lanzarana_largeni"
"G","Salamandridae","Laotriton","N295",18.27959632,"N295",18.27959632,1,1,"Laotriton_laoensis"
"G","Alytidae","Latonia","N690",44.46765,"N690",44.46765,1,1,"Latonia_nigriventer"
"G","Bufonidae","Laurentophryne","N2210",66.80546328,"N2210",66.80546328,1,1,"Laurentophryne_parkeri"
"G","Alsodidae","Limnomedusa","N1709",53.71546598,"N1709",53.71546598,1,1,"Limnomedusa_macroglossa"
"G","Leptodactylidae","Lithodytes","N2494",46.42664414,"N2494",46.42664414,1,1,"Lithodytes_lineatus"
"G","Siphonopidae","Luetkenotyphlus","N150",11.0201836,"N150",11.0201836,1,1,"Luetkenotyphlus_brasiliensis"
"G","Odontophrynidae","Macrogenioglottus","N2172",20.79321368,"N2172",20.79321368,1,1,"Macrogenioglottus_alipioi"
"G","Microhylidae","Madecassophryne","N2887",70.40602981,"N2887",70.40602981,1,1,"Madecassophryne_truebae"
"G","Microhylidae","Melanobatrachus","N2934",89.24046,"N2934",89.24046,1,1,"Melanobatrachus_indicus"
"G","Rhacophoridae","Mercurana","N3645",39.79054991,"N3645",39.79054991,1,1,"Mercurana_myristicapalustris"
"G","Salamandridae","Mertensiella","N249",54.19121688,"N249",54.19121688,1,1,"Mertensiella_caucasica"
"G","Myobatrachidae","Metacrinia","N890",18.2933594,"N890",18.2933594,1,1,"Metacrinia_nichollsi"
"G","Bufonidae","Metaphryniscus","N2210",66.80546328,"N2210",66.80546328,1,1,"Metaphryniscus_sosai"
"G","Pyxicephalidae","Microbatrachella","N3236",15.90951007,"N3236",15.90951007,1,1,"Microbatrachella_capensis"
"G","Dendrobatidae","Minyobates","N970",49.34691366,"N970",49.34691366,1,1,"Minyobates_steyermarki"
"G","Hyperoliidae","Morerella","N2698",8.996498319,"N2698",8.996498319,1,1,"Morerella_cyanophthalma"
"G","Microhylidae","Myersiella","N2844",36.38499425,"N2844",36.38499425,1,1,"Myersiella_microps"
"G","Myobatrachidae","Myobatrachus","N889",23.68038466,"N889",23.68038466,1,1,"Myobatrachus_gouldii"
"G","Nasikabatrachidae","Nasikabatrachus","N2587",114.1839,"N2587",114.1839,1,1,"Nasikabatrachus_sahyadrensis"
"G","Pyxicephalidae","Natalobatrachus","N3213",43.66729094,"N3213",43.66729094,1,1,"Natalobatrachus_bonebergi"
"G","Typhlonectidae","Nectocaecilia","N77",17.36811588,"N77",17.36811588,1,1,"Nectocaecilia_petersii"
"G","Bufonidae","Nimbaphrynoides","N2272",23.72189197,"N2272",23.72189197,1,1,"Nimbaphrynoides_occidentalis"
"G","Pyxicephalidae","Nothophryne","N3212",44.56208111,"N3212",44.56208111,1,1,"Nothophryne_broadleyi"
"G","Plethodontidae","Nyctanolis","N628",44.04463114,"N628",44.04463114,1,1,"Nyctanolis_pernix"
"G","Arthroleptidae","Nyctibates","N2756",53.93476866,"N2756",53.93476866,1,1,"Nyctibates_corrugatus"
"G","Hylidae","Nyctimantis","N2055",20.16229324,"N2055",20.16229324,1,1,"Nyctimantis_rugiceps"
"G","Odontobatrachidae","Odontobatrachus","N3083",128.2192,"N3083",128.2192,1,1,"Odontobatrachus_natator"
"G","Dicroglossidae","Ombrana","N3374",8.69196348,"N3374",8.69196348,1,1,"Ombrana_sikimensis"
"G","Microhylidae","Oninia","N2966",22.25102582,"N2966",22.25102582,1,1,"Oninia_senglaubi"
"G","Hyperoliidae","Opisthothylax","N2700",7.229545315,"N2700",7.229545315,1,1,"Opisthothylax_immaculatus"
"G","Hynobiidae","Pachyhynobius","N228",41.70599468,"N228",41.70599468,1,1,"Pachyhynobius_shangchengensis"
"G","Phyllomedusidae","Pachymedusa","N1745",20.09564147,"N1745",20.09564147,1,1,"Pachymedusa_dacnicolor"
"G","Ceratobatrachidae","Palmatorappia","N3309",27.6728062,"N3309",27.6728062,1,1,"Palmatorappia_solomonis"
"G","Myobatrachidae","Paracrinia","N924",44.34688468,"N924",44.34688468,1,1,"Paracrinia_haswelli"
"G","Bufonidae","Parapelophryne","N2210",66.80546328,"N2210",66.80546328,1,1,"Parapelophryne_scalpta"
"G","Microhylidae","Parhoplophryne","N2812",53.94643791,"N2812",53.94643791,1,1,"Parhoplophryne_usambarica"
"G","Plethodontidae","Parvimolge","N571",23.90123364,"N571",23.90123364,1,1,"Parvimolge_townsendi"
"G","Plethodontidae","Phaeognathus","N380",50.90880791,"N380",50.90880791,1,1,"Phaeognathus_hubrichti"
"G","Microhylidae","Pherohapsis","N2956",65.26634991,"N2956",65.26634991,1,1,"Pherohapsis_menziesi"
"G","Microhylidae","Phrynella","N3041",30.85571264,"N3041",30.85571264,1,1,"Phrynella_pulchra"
"G","Hylidae","Phytotriades","N2047",43.60518404,"N2047",43.60518404,1,1,"Phytotriades_auratus"
"G","Eleutherodactylidae","Phyzelaphryne","N1209",66.86483126,"N1209",66.86483126,1,1,"Phyzelaphryne_miriamae"
