genus,family
Menobranchus,Proteidae
Menopoma,Cryptobranchidae
Mesotriton,Salamandridae
Metaeus,Alsodidae
Metamagnusia,Microhylidae
Metopostira,Microhylidae
Micrarthroleptis,Phrynobatrachidae
Microbatrachus,Pyxicephalidae
Microbatrachyls,Craugastoridae
Microbatrachylus,Craugastoridae
Microdiscopus,Dicroglossidae
Microhyletta,Microhylidae
Microphryne,Leptodactylidae
Microps,Microhylidae
Minascaecilia,Dermophiidae
Mitrolysis,Pelodryadidae
Mocquardia,Hyperoliidae
Mogophrys,Megophryidae
Molga,Salamandridae
Molge,Cryptobranchidae
Montorana,Dicroglossidae
Mosleyia,Pelodryadidae
Mucubatrachus,Craugastoridae
Muraena,Sirenidae
Muraenopsis,Amphiumidae
Mycetoglossus,Plethodontidae
Myiobatrachus,Myobatrachidae
Nannobatrachus,Nyctibatrachidae
Nasirana,Ranidae
Nattereria,Leptodactylidae
Nectes,Bufonidae
Nectodactylus,Microhylidae
Nelsonophryne,Microhylidae
Neophractops,Pelodryadidae
Neoruinosus,Limnodynastidae
Nephelobates,Aromobatidae
Nesionixalus,Hyperoliidae
Nesobia,Megophryidae
Nesomantis,Sooglossidae
Niedenia,Cycloramphidae
Nireus,Megophryidae
Notodelphis,Hemiphractidae
Notodelphys,Hemiphractidae
Notokassina,Hyperoliidae
Notophthalma,Salamandridae
Nototheca,Hemiphractidae
Nototrema,Hemiphractidae
Nychodactylus,Hynobiidae
Nyctimyates,Pelodryadidae
Obstetricans,Alytidae
Oedipus,Plethodontidae
Oedopinola,Plethodontidae
Ollotis,Bufonidae
Ololigon,Cycloramphidae
Oocormus,Cycloramphidae
Ooeidozyga,Dicroglossidae
Opheobatrachus,Plethodontidae
Ophiobatrachus,Plethodontidae
Ophryophryne,Megophryidae
Opisthodelphis,Hemiphractidae
Opisthodelphys,Hemiphractidae
Opisthodon,Limnodynastidae
Orchestes,Rhacophoridae
Oreobatrachus,Dicroglossidae
Osilophus,Hylidae
Osteosternum,Dicroglossidae
Ostetricans,Pelodytidae
Otaspis,Bufonidae
Otilophus,Bufonidae
Otolophus,Bufonidae
Oxydactyla,Microhylidae
Oxydozyga,Dicroglossidae
Oxyglossa,Dicroglossidae
Oxyglossis,Dicroglossidae
Oxyglossus,Dicroglossidae
Oxyrhincus,Microhylidae
Oxyrhynchus,Bufonidae
Paa,Dicroglossidae
Pachybatrachus,Microhylidae
Pachymedusa,Phyllomedusidae
Pachypalaminus,Hynobiidae
Paleorana,Conrauidae
Palmatorappia,Ceratobatrachidae
Palmatotriton,Plethodontidae
Palophylax,Ranidae
Paludicola,Alsodidae
Panophrys,Megophryidae
Paracophyla,Microhylidae
Paramegophrys,Megophryidae
Paramophrynella,Craugastoridae
Parapseudacris,Hylidae
Pararthroleptis,Arthroleptidae
Parvicaecilia,Siphonopidae
Pectoglossa,Ambystomatidae
Pegaeus,Bufonidae
Pelabates,Pelobatidae
Pelobatrachus,Megophryidae
Pelobius,Pelodryadidae
Pelodryas,Pelodryadidae
Pelodytopsis,Pelodytidae
Pelonectes,Salamandridae
Pelorius,Eleutherodactylidae
Peltaphryne,Bufonidae
Peltocephalus,Calyptocephalellidae
Pengilleyia,Pelodryadidae
Peralaimos,Leptodactylidae
Perialia,Limnodynastidae
Petraponia,Salamandridae
Phanerobranchus,Proteidae
Phanerotis,Limnodynastidae
Pharyngodon,Hylidae
Phatnomatorhina,Salamandridae
Pherohapsis,Microhylidae
Philhydrus,Ambystomatidae
Philocryphus,Limnodynastidae
Phirix,Bufonidae
Phobobates,Dendrobatidae
Phractops,Pelodryadidae
Phrynanodus,Brachycephalidae
Phryne,Bufonidae
Phrynidium,Bufonidae
Phryniscus,Bufonidae
Phrynixalus,Microhylidae
Phrynocara,Microhylidae
Phrynoceros,Ceratophryidae
Phrynoderma,Dicroglossidae
Phrynodon,Phrynobatrachidae
Phrynoglossus,Dicroglossidae
Phrynohyas,Hylidae
Phrynoides,Bufonidae
Phrynomerus,Microhylidae
Phrynomorphus,Bufonidae
Phrynopsis,Pyxicephalidae
Phyllobius,Hylidae
Phyllodromus,Dendrobatidae
Phyllonastes,Craugastoridae
Phynomantis,Microhylidae
Physolaemus,Leptodactylidae
Pingia,Salamandridae
Pithecopsis,Cycloramphidae
Platosphus,Bufonidae
Platyhyla,Microhylidae
Platymantes,Craugastoridae
Platypelis,Microhylidae
Platyplectron,Limnodynastidae
Platyplectum,Limnodynastidae
Plectromantis,Leptodactylidae
Plectropus,Microhylidae
Plethopsis,Plethodontidae
Podonectes,Hylidae
Pohlia,Ranidae
Pomatops,Microhylidae
Potomotyphlus,Typhlonectidae
Prestherapis,Aromobatidae
Prohartia,Myobatrachidae
Protherapis,Dendrobatidae
Protohynobius,Hynobiidae
Protonopsis,Cryptobranchidae
Protopipa,Pipidae
Pseudarthroleptis,Phrynobatrachidae
Pseudengystoma,Microhylidae
Pseudepidalea,Bufonidae
Pseudes,Alytidae
Pseudoamolops,Ranidae
Pseudobatrachus,Telmatobiidae
Pseudocallulops,Microhylidae
Pseudocassina,Arthroleptidae
Pseudohemisus,Microhylidae
Pseudohyla,Craugastoridae
Pseudopelobates,Pelobatidae
Pseudosalamadra,Hynobiidae
Pseudosalamandra,Hynobiidae
Pseudosiphonops,Siphonopidae
Pseudotyphlonectes,Typhlonectidae
Pseudoxenopus,Conrauidae
Pseudus,Hylidae
Psyllophryne,Brachycephalidae
Pternohyla,Hylidae
Pterophryne,Myobatrachidae
Pterophrynus,Myobatrachidae
Pyronicia,Salamandridae
Qianbufo,Bufonidae
Qiangbufo,Bufonidae
Qiangobufo,Bufonidae
Quinzhyla,Hylidae
Racophorus,Rhacophoridae
Ramanella,Microhylidae
Ranaria,Ranidae
Ranaster,Limnodynastidae
Ranhyla,Pelodryadidae
Ranidella,Myobatrachidae
Ranidens,Hynobiidae
Ranina,Microhylidae
Ranixalus,Ranixalidae
Ranosoma,Dicroglossidae
Ranula,Ranidae
Rappia,Arthroleptidae
Rawlinsonia,Pelodryadidae
Relictivomer,Microhylidae
Rhacohorus,Rhacophoridae
Rhacophoris,Mantellidae
Rhamphophryne,Bufonidae
Rhinophryne,Rhinophrynidae
Rhithrotriton,Salamandridae
Rhombophryns,Microhylidae
Rhyacosiredon,Ambystomatidae
Ribeirina,Microhylidae
Rothschildia,Hyperoliidae
Rugosa,Ranidae
Saganura,Pelodryadidae
Salamandroides,Ambystomatidae
Salamandroidis,Ambystomatidae
Salamandrops,Cryptobranchidae
Sallywalkerana,Ranixalidae
Sandyrana,Pelodryadidae
Satobius,Hynobiidae
Saurocercus,Plethodontidae
Saurophis,Plethodontidae
Sauropsis,Plethodontidae
Scaphopus,Scaphiopodidae
Scaptophryne,Microhylidae
Schoutedenella,Arthroleptidae
Scytopis,Hylidae
Seiranota,Salamandridae
Seudosalamandra,Hynobiidae
Sieboldia,Cryptobranchidae
Sieboldiana,Cryptobranchidae
Silurana,Pipidae
Simomantis,Ranidae
Sinobius,Hynobiidae
Siphneus,Microhylidae
Siredon,Ambystomatidae
Sirena,Proteidae
Sirene,Sirenidae
Sireni,Amphiumidae
Sirenodon,Ambystomatidae
Sirenoides,Amphiumidae
Sminthillus,Craugastoridae
Somuncuria,Leptodactylidae
Spelerpes,Plethodontidae
Spelerpus,Plethodontidae
Sphoenohyla,Allophrynidae
Sphoenorhynchus,Hylidae
Spinophrynoides,Bufonidae
Stegoporus,Ambystomatidae
Stenocephalus,Microhylidae
Stenodactylus,Bufonidae
Stenoglossa,Bufonidae
Stenorhynchus,Phrynobatrachidae
Stephopaedes,Bufonidae
Stombus,Ceratophryidae
Strauchophryne,Bufonidae
Stronglylopus,Pyxicephalidae
Syncope,Microhylidae
Syren,Amphiumidae
Syrraphus,Eleutherodactylidae
Syrrhaphus,Craugastoridae
Syrrhophis,Eleutherodactylidae
Syrrhophus,Craugastoridae
Syrrhopus,Craugastoridae
Systoma,Brevicipitidae
Tachymenis,Hyperoliidae
Tarsopterus,Hylodidae
Taylorana,Ceratobatrachidae
Teletrema,Craugastoridae
Telmalsodes,Alsodidae
Tetraprion,Hylidae
Thyphlonectes,Typhlonectidae
Tigrina,Dicroglossidae
Tomodactylus,Eleutherodactylidae
Tornierella,Hyperoliidae
Tornierobates,Bufonidae
Torrentophryne,Bufonidae
Trachucephalus,Dicroglossidae
Trachycara,Bufonidae
Trachymantis,Mantellidae
Trachyphrynus,Craugastoridae
Tremeropugus,Pipidae
Trigonophrys,Ceratophryidae
Tristella,Salamandridae
Tritomegas,Cryptobranchidae
Triton,Ambystomatidae
Trituroides,Salamandridae
Trypheropsis,Ranidae
Tsinpa,Hynobiidae
Turanomolge,Hynobiidae
Tylerana,Ranidae
Tylerdella,Myobatrachidae
Tylotriton,Salamandridae
Tympanoceros,Petropedetidae
Typhlomolge,Plethodontidae
Typhlonectus,Typhlonectidae
Typhlotriton,Plethodontidae
Unculurana,Dicroglossidae
Uroplatus,Calyptocephalellidae
Urotropis,Cryptobranchidae
Vanzolinius,Leptodactylidae
Vibrissaphora,Megophryidae
Wagleria,Limnodynastidae
Wurana,Ranidae
Xenobatrachus,Microhylidae
Xenobius,Hynobiidae
Xenophrys,Megophryidae
Xiphonura,Ambystomatidae
Yaotriton,Salamandridae
Yerana,Dicroglossidae
Zakerana,Dicroglossidae
